,concept_from_alex_street,phrase_code
21242,latinamerican countries,4
25477,laundry agencies,4
24498,laundry departments,4
22491,laundry industry,4
24227,laundry occupations,4
20483,laundry owners,4
19062,laundry work,4
19773,laundry workers,4
25216,laura berrien,1
24273,laura spelman fund,5
24587,lavinia egan,1
16802,law discriminating,5
17541,law guaranteed,5
19289,law makers,4
18367,law preventing,5
14497,law prohibiting,5
13993,law requiring,5
25129,lawabiding citizens,4
14143,lawbreaker,4
23694,laws affecting women,4
23374,laws apply equally,5
20268,laws guaranteed,5
24908,laws limiting womens hours,5
15183,laws relating,5
21278,laying bricks,4
22578,lead fumes,4
16433,lead paint,4
15055,lead poisoning,4
23867,leading business woman,5
24540,leading candy manufacturers,4
14011,leading cause,5
19654,leading negroes,3
20255,league assembly,5
16202,league committee,2
15268,league officials,2
22252,league secretariat,2
18776,leagues committee,2
15986,learned men,3
19497,leather industries,4
21683,lecture platform,5
14770,lecture tour,5
16959,leg muscles,4
14244,legal age,5
14326,legal department,5
22900,legal dependence,4
18937,legal disabilities,4
18127,legal discriminations,4
20540,legal domicile,5
16857,legal equality,5
22158,legal incapacities,5
23199,legal inferiority,4
20653,legal minimum wage,5
18770,legal penalties,5
15868,legal position,5
16914,legal privileges,5
14210,legal recognition,5
16045,legal regulation,5
14405,legal research,5
26076,legal research committee,5
17319,legal residence,4
14754,legal restrictions,5
24090,legal subjection,4
13405,legal work,5
25074,legally constituted male voters,3
17460,legally entitled,5
26425,legion feminina procultura,2
26077,legion feminista,1
2710,legislate,5
23503,legislation limiting hours,5
3563,legislative,5
15381,legislative action,5
18058,legislative campaign,5
18059,legislative campaigns,5
19379,legislative chairman,2
19393,legislative chairmen,2
13433,legislative committee,2
18033,legislative department,2
16827,legislative efforts,5
16374,legislative leaders,2
23529,legislative league,1
17874,legislative measures,5
18322,legislative program,5
20068,legislative secretary,2
16109,legislative work,5
17052,legislative year,5
18232,legitimate child,4
20145,legitimate exercise,5
22594,leila enders,1
18005,leisure class,4
22531,leisured woman,4
21882,leisured women,4
22761,lena madesin phillips,1
14160,less fortunate,4
21185,less fortunate children,4
14743,less money,4
15187,less pay,4
16910,less privileged,5
20489,less wages,4
15633,liaison committee,2
13704,liberal education,5
6497,liberal party,1
18878,liberty loan,5
25725,library boards members,2
20165,licensed house,5
21223,licensed houses,5
14540,life liberty,5
23590,life limb health,4
22974,lifelong callings,5
24001,liga social sufragista,1
25984,light producing products,4
25372,lillian corbett,1
24401,lillian larsh,1
25369,lillian sellars,1
19585,limited franchise,4
24648,lincoln colored home,5
17398,lincoln institute,2
15522,lineal descendants,5
24137,linebarger chairman,2
24683,linthicum resolution,5
23364,liquid banks,4
9058,liquor,4
18822,liquor traffic,4
3151,literacy,4
16429,literacy test,5
18250,literary institution,5
16381,literary merit,5
17555,literature club,5
19208,literature committee,5
15738,literature department,5
13787,little children,3
14746,little ones,4
23848,little slave girl,4
19924,live harmoniously,5
15112,lived alone,4
15427,living god,5
22802,living nobly,5
14173,living wage,5
24231,living wage section,5
13937,livings outside,5
23488,lizzie kell,1
22389,loan shops,4
21117,lobby campaign,5
21580,lobby committee,5
17272,lobbying campaign,5
15487,local associations,2
24602,local child labor committees,5
15467,local committees,2
22893,local community program,5
24745,local consumers leagues,5
18639,local governing body,4
16764,local landlord,4
13708,local league,2
15339,local leagues,2
13450,local merchant,3
13443,local merchants,3
24513,local missionary societies,5
15470,local officers,2
21040,local power company,4
17464,local pride,5
17896,local problems,4
13522,local union,2
24309,locust street social settlement,1
20658,lodgers tended,5
25612,lofloten skeries,1
23204,lofty aims,5
22786,lofty principles,5
16365,logical consequences,5
20208,logrolling,4
20356,lombard company,4
15636,london branch,2
17092,london hospitals,4
17532,long island railroad,4
17201,long suffered,4
16845,longer hours,5
23644,longer operating hours,5
25535,longoppressed people,4
15255,longshoremen,4
13510,lords prayer,5
15830,los angeles board,2
17976,los angeles branch,2
20048,los angeles organizer,2
22692,lost american citizenship,4
20724,louisiana branch,5
15433,louisiana purchase exposition,2
18705,louisville conference,2
17145,loveless marriage,4
17042,low scale,4
14164,low wage,4
13972,low wages,4
14933,lower chamber,2
15331,lower grades,4
19840,lower income groups,3
16682,lower standard,4
17712,lower standards,4
13632,lower status,4
23736,loyal club women,5
13644,loyal women,5
23456,lucretia mott amendment,5
26049,lucy stone civic league,1
26214,lucy thurman union,1
20630,lump sums,5
15159,lunch counters,5
21404,luncheon meeting,5
19368,lynch law,5
8937,lynched,4
10833,lynchers,4
22577,lynching record,4
11299,lynchings,4
24676,mabel vernon national executive secretary,2
16948,machine age,5
16488,machine shops,4
19350,machines operated,4
26126,mackinac convention,5
21248,madam chairman,2
24009,madam secretary perkins,1
22584,madame laurent,1
26321,madame van der veer,1
16342,made conscious,5
20855,made wholesale,4
18136,madras legislative council,2
15673,magistrates courts,2
19290,maiden surname,5
19295,maiden surnames,5
15503,mailing lists,5
20354,maine branch,2
16240,maine legislature,2
17191,maintaining integrity,5
21389,maintenance committee,5
18766,majesty queen victoria,4
15366,majority members,5
17559,majority report,5
25147,make industry poisonfree,5
23206,make women eligible,5
23261,making women eligible,5
24907,making work safer wholesomer,5
16983,male competitors,4
21448,male delinquent,4
18307,male inhabitants,3
20693,male intelligence,5
14592,male issue,4
21031,male jurors,4
14468,male jury,4
25769,male negro domestic workers,3
19429,male politicians,4
13996,male prisoners,3
14704,male relatives,4
19272,male supremacy,4
17144,male worker,3
15052,male workers,3
17663,malt liquors,4
15732,man hours,4
25198,mandatory jury service,5
25199,mandatory jury service bill,5
19321,mandatory law,5
25501,mandatory minimum wage law,5
21663,manifestly unfair,5
25084,manmade law,5
18548,mann act,5
20555,mans cause,5
22261,mans chest,4
19693,mans job,4
23895,mans judgment,4
24260,mans viewpoint,4
17099,mans world,5
18030,manual dexterity,4
14583,manual labour,4
19597,manual tasks,4
15794,manual work,4
17596,manual workers,4
24482,manufacture canneries,4
21962,manufacturers program,4
19250,manufacturing establishment,4
19246,manufacturing establishments,4
15360,many firsts,5
23559,margaret whittemore,1
22400,marginal industries,4
17536,marginal worker,5
23147,marie jenney howe,1
24671,marie moore forrest,1
24322,marion manufacturing company,4
19583,marital authority,4
22833,marital condition,4
17587,marital relation,4
19283,marital rights,5
13406,marital status,5
23322,marital unity,4
16635,market fund,5
13453,market price,5
18808,market process,5
15094,marriage annulled,4
16036,marriage ban,5
19926,marriage bar,5
14185,marriage contract,4
14194,marriage law,5
13759,marriage license,5
19471,marriage relation,4
18346,marriage service,5
17880,marriage vows,4
5883,married couples,3
18170,married persons,3
26146,married persons dismissed,4
24190,married persons law,5
26672,married persons whose husbands,5
17837,married teacher,4
21298,married teachers,3
26341,married woman worker,3
25633,married womans estate,4
26641,married womans job,4
23870,married womans right,5
24437,married women employees,3
26673,married women government workers,3
23156,married women teachers,3
26356,married women teachers association,1
23508,married women teaching,3
24127,married women workers,4
21868,married women working,4
26235,married womens problem,4
23461,married womens right,5
21187,married workers,3
26054,mary mcleod bethune club,1
22689,mary ware dennett,1
19970,maryland branch,3
21980,maryland federation,2
23678,maryland free state,2
15452,maryland general assembly,2
17452,maryland legislature,2
16702,maryland senators,2
26252,maryland state branch,2
24607,maryland state federation,2
19446,maryland women,3
16769,marymount college,6
17059,masculine gender,4
18904,masculine pronoun,5
18897,masculine pronouns,5
26105,masculine terms include women,5
20690,masculine woman,4
16396,mass education,5
15631,mass meeting,2
23452,mass purchasing power,5
19805,massachusetts branch,2
25488,massachusetts child labor committee,5
24270,massachusetts consumers league,1
16293,massachusetts law,2
20990,massachusetts state committee,2
20320,massachusetts statute,5
25821,massachusetts womens republican club,1
20759,master bakers,4
20882,masterbuilder,4
22455,masters plantation,4
24677,mastick bill,5
25443,mastickshonk hourweek bill,5
26,mate,4
16873,material possessions,5
15959,material wealth,5
1942,maternal,4
17854,maternal deaths,4
21627,maternal functions,4
16980,maternal instinct,5
14983,maternal mortality,4
20453,maternal phase,5
7660,maternity,4
22985,maternity legislation,5
22927,matrimonial causes bill,5
22655,matrimonial life,4
23514,matrimony act,5
25700,mattie farnham,1
26397,maud younger congressional chairman,2
18745,maximum hours,5
23430,maximum hours law,5
21252,maximum productivity,5
22666,maximum salaries,5
16831,mayor jackson,4
23596,mayor van zandt,4
23375,mazique family,1
22868,mechanical establishment,4
19796,mechanical industries,4
22676,mechanical pursuits,4
17384,medical course,5
21446,medical evangelists,5
13208,medical examination,5
14920,medical expenses,4
19020,medical inspection,5
22592,medical opportunities,5
18265,medical women,3
25669,medieval hindu scholastics,3
20585,mellow tones,5
20275,membership campaign,5
15156,memorial association,2
20560,memphis conference,2
21932,men bankers,4
21505,men competitors,4
21749,men delegates,5
21811,men drivers,3
17828,men earning,4
21798,men jurists,4
19759,men jurors,4
21228,men teachers,3
16768,men voted,5
21507,menial occupations,4
14147,menial service,4
26814,mens clothing industry,4
23894,mens colleges,4
25963,mens labor movement,5
17734,mens rates,4
14760,mens work,4
13231,menstruation,4
21105,mental alertness,5
19198,mental discipline,5
19982,mercantile establishment,4
19969,mercantile establishments,4
17482,merit system,5
19968,mesothorium,4
16754,messenger service,5
24298,messrs norvell,1
20037,mexican delegation,2
16324,mexican woman,3
14926,mexican women,3
17549,michigan board,2
17098,michigan branch,2
21419,michigan federation,2
22427,michigan state association,2
24600,michigan state branch,2
24006,michigan state federation,2
18510,michigan women,3
26424,middle atlantic conference committee,2
26269,middleatlantic regional conference,5
19619,middlebury college middlebury vermont,6
17263,midwestern conference,2
17069,mighty men,4
18347,migrant families,3
19710,migrant group,4
23586,mildred palmer,1
15987,mile walk,5
16567,militant movement,5
23484,militant suffrage campaign,5
21245,militant suffrage movement,5
15348,military duties,4
22374,military hygiene,4
18521,milk supply,5
17811,milkfarm,4
16447,mill executives,4
16987,mill factory,4
16213,mill towns,4
23946,millicent clarke,1
23238,millinery establishment,4
16414,million signatures,5
20552,milwaukee branch,2
23975,miner normal school washington,6
23958,miners asthma,4
19630,miners wife,4
24629,minerva reading club,1
26660,mines prohibiting work,5
12876,minimum age,5
20999,minimum established,5
21177,minimum scale,5
13966,minimum standards,5
11560,minimum wage,5
26475,minimum wage administration,5
20434,minimum wage bill,5
22529,minimum wage board,5
25073,minimum wage boards,5
23689,minimum wage case,5
22162,minimum wage commission,5
22163,minimum wage commissions,5
22506,minimum wage convention,5
23896,minimum wage decision,5
24595,minimum wage division,5
18696,minimum wage law,5
18703,minimum wage laws,5
20340,minimum wage legislation,5
19015,minimum wage rate,5
21824,minimum wage regulations,5
24590,minimum wage rule,5
24395,minimum wage rulings,5
24086,minimum wage scale,5
20775,minimum wage work,5
15910,minimum wages,5
24379,minimum wages boards,5
24106,minimum wages legislation,5
26709,minimumwage law,5
26151,minimumwage legislation,5
15208,mining towns,4
18651,minnesota branch,2
22011,minnesota federation,2
15146,minnesota legislature,2
25606,minnesota state branch,2
18733,minor child,4
16355,minor children,3
7841,minorities,3
5429,minority,4
14447,minority report,5
24284,miriam beard,1
26490,miss alice carpenter,1
23565,miss balch,1
26310,miss berrien,1
23042,miss borroughs,1
23055,miss bowles,1
24850,miss brobst,1
23885,miss burroughs,1
23569,miss conde,1
25462,miss derricotte,1
24278,miss doris stevens,1
22684,miss dunbar,1
23760,miss eiker,1
26057,miss elizabeth c carter,1
24634,miss eva bowles,1
26019,miss florence simms,1
26704,miss frances perkins secretary,2
22850,miss gillett,1
24277,miss goldmark,1
23386,miss goodell,1
24613,miss hallie quinn brown,1
23889,miss haslett,1
25153,miss helen elizabeth brown,1
25370,miss helen holman,1
25401,miss hinchey,1
22734,miss holloway,1
26488,miss hudnut,1
25849,miss imogene howard,1
22765,miss jaynes,1
25435,miss jeannette carter,1
25445,miss jessie dell,1
26628,miss jose collins,1
25911,miss josephine pinyon,1
23208,miss lauder,1
23462,miss laughlin,1
26751,miss laura berrien,1
25959,miss lealtad,1
25759,miss lenore cawker,1
22791,miss lucretia,1
23137,miss macconnell,1
23768,miss magee,1
24246,miss margaret whittemore,1
24202,miss mary e jackson,1
22796,miss mcbride,1
26082,miss meta pelham,1
24405,miss neilans,1
24820,miss pauline goldmark,1
24099,miss pinyon,1
24429,miss pollitzer,1
23955,miss rathbone,1
26735,miss raymenton,1
24511,miss redick,1
23571,miss riegel,1
22763,miss roche,1
23165,miss ruffin,1
24693,miss schneiderman,1
24899,miss strandberg,1
24691,miss van kleek,1
23657,miss weisman,1
22979,miss welles,1
24219,miss whately,1
24889,miss whittemore,1
23905,miss wiesman,1
24306,miss woodson,1
22000,mission herald,2
16010,mission house,5
16966,mission study,5
21996,mission sunday school,5
16588,missionary societies,5
22147,mississippi federation,2
18082,mississippi state college,6
23257,mississippi state federation,2
22217,missouri federation,2
24217,missouri state branch,2
24680,missouri state federation,2
19687,missouri women,3
24543,mistress margaret brent,1
20242,mitylene lesbos,5
23523,mixed churches,5
19620,mixed jury,5
25248,mme brunhes,1
25448,mme charaoui,1
25875,mme kollontai,1
23982,mme verone,1
26029,mme yosana,1
1183,mob,4
15950,mob left,99
15490,mob violence,5
23390,modal period,4
23709,model housekeeper,5
23130,moderate suffragists,5
24954,modern college graduate,4
25406,modern cow barn,4
26516,modern egyptian girl,3
16020,modern home,5
21890,modern housewife,5
15180,modern industry,4
13861,modern medicine,5
19032,modern spirit,5
14520,modern theatre,5
14829,modern woman,5
15078,modern women,5
24529,mohammedan women,3
21468,molders union,4
24321,monacan club,1
13731,money earned,5
17877,money orders,5
20972,monroe county board,2
22258,montana branch,2
21545,montana federation,2
25022,montana state branch,2
26699,montana state committee,2
23362,montevideo conference,2
26332,montevideo equal nationality treaty,5
21607,montevideo treaty,5
17008,monthly reports,5
20276,moral certainty,5
14251,moral character,5
16720,moral development,5
21750,moral forces,4
20779,moral government,5
16922,moral hazard,5
16621,moral law,5
16893,moral life,5
21082,moral protection,5
21720,moral situation,5
18853,moral strength,5
20375,moral training,5
17714,moral value,5
20694,moral welfare,5
18743,moral worth,5
14985,morehouse college,6
11492,mortality rate,4
21700,moslem men,3
22345,moslem women,3
18121,moss committee,5
18484,mother bill,5
25236,mother equal right,5
24971,mother equal rights,5
15164,mother home,5
14593,mother superior,5
7965,motherhood,4
23618,motherless homes,4
5124,mothers,3
22316,mothers assistance,5
22880,mothers engaged,4
24601,mothers pension laws,5
21262,mothers pensions,5
21028,mothers society,5
22648,motion picture censors,4
14054,motion picture industry,4
19279,motor tour,5
25264,motto equality first,5
24174,moulding public sentiment,5
23671,moving picture machine operators,3
26035,mr boyles bill,5
25740,mr c c spaulding president,1
22680,mr elkus,1
25917,mr j e moorland,1
17317,mr roosevelt,4
23184,mrs allender,1
23882,mrs auld,1
23496,mrs bertrand russell,1
26531,mrs blankenhorn,1
22614,mrs blatch,1
26309,mrs burnita shelton matthews,1
25981,mrs burton avery,1
23157,mrs calthrop,1
26131,mrs chlora hayes sledge,1
22798,mrs connery,1
22980,mrs costigan,1
23733,mrs crossan,1
23549,mrs despard,1
25716,mrs dornblum,1
23138,mrs douglass,1
25746,mrs e p booze,1
22739,mrs earl e,1
26128,mrs elizabeth lindsay davis,1
25377,mrs elliottlynn,1
25426,mrs eva carterbuckner,1
24675,mrs fannie barrier williams,1
24026,mrs fenwick miller,1
23531,mrs foltz,1
25068,mrs frederick nathan president,4
25409,mrs garner drove,1
24225,mrs greathouse,1
23328,mrs greenway,1
26776,mrs grimke,1
26093,mrs h w washington,1
26838,mrs harriman simmons,1
24333,mrs harvey w wiley,1
23325,mrs havens,1
25585,mrs henry lockwood,1
24530,mrs hostley,1
26127,mrs janie porter barrett,1
24501,mrs john hope,1
23369,mrs keyser,1
23253,mrs kiang,1
23728,mrs kilgore,1
24348,mrs knauff,1
23775,mrs la follette,1
23056,mrs larsh,1
22669,mrs layten,1
26073,mrs linclonia morgan,1
22585,mrs locker,1
23963,mrs lucy thurman,1
25927,mrs lydia c smith,1
23964,mrs lydia smith,1
23676,mrs manchester,1
26188,mrs marconnier,1
25389,mrs maria holland,1
26121,mrs mary b talbert,1
24034,mrs mary church terrell,1
26061,mrs mary mcleod bethune,1
23015,mrs mccallum,1
22581,mrs mcgraw,1
23064,mrs mossell,1
22795,mrs movius,1
24638,mrs osias,1
25087,mrs pankhurst memorial fund,5
25945,mrs peixotto,1
25305,mrs pethicklawrence,1
23437,mrs pipes,1
25828,mrs plaminkova,1
23812,mrs pollak,1
26084,mrs rebecca aldridge,1
26079,mrs ruth williams,1
26060,mrs sallie w stewart,1
23980,mrs sarah pell,1
23999,mrs sidney webb,1
26506,mrs stephen h pell,1
23400,mrs talbert,1
22878,mrs terrell,1
23316,mrs thurman,1
26056,mrs u j wadefoster,1
24269,mrs valentine winters,1
22778,mrs wheatley,1
25555,mrs william kent,1
25657,mrs wintringhams bill,5
19237,muller case,4
15143,multimillionaires,4
25461,multipartite treaties,5
14853,municipal authorities,2
23249,municipal civil service commission,2
13755,municipal court,2
16118,municipal hospital,4
13887,municipal office,5
19748,municipal research,5
25979,municipal research study,5
23869,municipal standard,5
23051,municipal study,5
21435,municipal suffrage,5
19629,munition plants,4
24335,muriel penn,1
20107,murray chairman,2
21799,murrell dobbins school,5
16690,musical ability,4
15669,musical program,5
14962,musical world,4
17595,muslim girls,3
15021,must earn,5
15483,must educate,5
20318,mutual insurance companies,5
14885,mutual insurance company,5
20424,mutually associate,5
10527,naacp,1
21673,name preparatory high school,5
16626,napoleonic code,5
16152,national advertising,5
26560,national afroamerican council,5
16853,national agreement,5
19196,national amendment,5
17196,national baptist convention,2
18368,national baptist convention usa inc,2
17310,national branch,2
19100,national branches,2
14060,national broadcasting company,4
15221,national camp,4
13446,national chairman,2
13463,national chairmen,2
20089,national child labor committee,5
25130,national child life committee,5
18092,national commemoration,5
26480,national compliance board,5
19576,national conscience,5
14336,national constitution,5
26401,national consumers league endeavor,2
26414,national consumers league invites,2
24032,national consumers league label,5
26288,national consumers league protests,5
14071,national costume,5
20737,national council chairmen,2
26181,national council state chairmen,2
14541,national department,5
14443,national education association,5
22541,national eetail dry goods association,99
23634,national enfranchisement,5
25817,national equal eights amendment,99
24769,national equal rights amendment,5
24323,national executive department,5
25735,national farmerlabor convention,2
21095,national federation business,4
23612,national feminist party,1
23721,national feminist union,1
14684,national food,5
16134,national freedom,5
21562,national freedom day,5
24173,national freedom day association,2
24581,national government workers council,5
18185,national industrial eecovery act,99
13515,national issues,4
25332,national kindergarten organizer,2
14172,national legislation,5
16742,national minimum,5
24458,national mother home,5
23868,national negro bankers association,1
18101,national output,5
19264,national platforms,5
22481,national political issue,4
17163,national political party,5
15858,national question,5
18084,national recovery administration,2
17807,national republican convention,2
14070,national scale,5
16316,national section,5
14854,national staff,2
16675,national statuary hall,5
23544,national students council,1
22672,national suffrage amendment,5
19602,national superintendent,4
14023,national trade,5
18688,national training school,5
7868,national union,1
24659,national woman party members,2
23685,national womans council,5
26577,national womans party delegation,2
25385,national womans party garden,2
24367,national womans party headquarters,2
24966,national womans party meeting,2
23541,national womans trade union league,1
23515,national wool growers association,1
22035,nationality bill,5
25101,nationality commission,5
23235,nationality committee,1
22964,nationality convention,5
18239,nationality laws,5
25069,nationality laws affecting women,4
20676,nationality question,4
25014,nationality rights equality,5
26101,nationality treaty proposed,5
23629,nationality upon marriage,5
15137,nations association,2
24913,nations consultative committee,5
19225,native labour,4
14158,native tongue,4
14516,native women,3
25000,nativeborn american women,3
25078,nativeborn woman,3
24790,nativeborn woman citizen,3
24967,nativeborn women,3
18824,natural child,4
19543,natural parents,4
15866,natural rights,5
26806,naturalisation de faveur,5
26177,naturalization claims,5
22191,naturalization committee,5
20045,naturalization laws,5
7084,naturalize,5
26627,naturally subservient,4
21049,nebraska branch,2
25247,nebraska state branch,2
20864,needle trades,4
19476,needle work,4
24040,needle work guild,1
21532,needlework guild,4
14379,needy children,4
16402,needy families,4
19187,needy family,4
4621,negress,4
21677,negro actors,3
25357,negro baptist women,3
21460,negro baptists,3
20030,negro blood,4
21931,negro building,5
19334,negro business,4
25773,negro butlers,3
21998,negro child,3
19885,negro children,3
21929,negro churches,5
21519,negro citizens,3
21859,negro colleges,5
25697,negro death rate,4
19799,negro department,5
21879,negro descent,4
23773,negro domestic,3
25760,negro domestic workers,3
17001,negro education,5
23285,negro employment,4
24584,negro faculty,4
22121,negro families,3
19995,negro family,4
22847,negro farmers,3
26089,negro ghettos best environment,4
21147,negro girls,3
22582,negro graduates,3
22660,negro historian,3
14932,negro history,5
21411,negro home,4
24205,negro inventors,5
19928,negro labor,4
17288,negro life,4
18896,negro man,3
23250,negro masses,3
21405,negro members,3
19951,negro men,3
23893,negro migrant,3
25983,negro migrant families,4
23834,negro migrants,3
23169,negro migration,4
24074,negro mortality,4
24071,negro mothers,3
20541,negro musicians,3
24061,negro patients,3
25653,negro patients examined,4
25698,negro patients withdrew,4
19275,negro people,3
23359,negro politicians,4
20410,negro population,3
22412,negro preacher,2
26551,negro preachers editors,2
18014,negro press,5
18532,negro problem,4
22404,negro progress,5
24689,negro public high school,5
20260,negro question,5
17573,negro race,3
20431,negro schools,5
19274,negro soldier,3
20445,negro soldiers,2
20138,negro students,3
21631,negro teacher,4
21922,negro teachers,3
21734,negro trail blazers,5
25696,negro tuberculosis problem,4
24667,negro tuberculous patients,4
23433,negro war relief,5
19040,negro woman,3
22932,negro womanhood,5
17233,negro women,3
25768,negro women domestic workers,3
25028,negro women employed,3
26092,negro women lawyers physicians,99
26494,negro women principals,5
23189,negro womens clubs,1
20879,negro workers,3
25966,negro workers displaced,4
20335,negro writer,3
18789,negro youth,3
4456,negroes,4
22590,negroes lynched,4
23706,negrohouses,5
25300,negros prejudice,4
19937,neighborhood union,5
17177,neighbors house,5
25289,nellie swartz,1
17522,net weight,5
22663,neues wiener journal,2
22915,never unionized,4
15363,new chemical,4
19268,new civil code,5
16932,new civilization,5
15182,new conditions,4
13840,new democracy,5
14591,new disease,4
15905,new doctrine,5
18665,new dormitories,4
16340,new duties,5
26698,new economy bill passed,99
14352,new england conservatory,6
20635,new england women,3
17652,new epoch,2
18818,new executive committee,5
24500,new factories bill,5
16708,new feminists,5
13939,new industries,5
18551,new international order,5
13344,new jersey assembly,2
17172,new jersey branch,2
16303,new jersey conference,2
21523,new jersey federation,2
18579,new jersey laws,5
13466,new jersey legislature,2
20346,new jersey member,2
24762,new jersey state branch,2
22143,new jersey state federation,2
20640,new marriage law,5
16772,new negro,5
16520,new profession,5
16929,new psychology,5
18011,new social order,5
15274,new spirit,5
13514,new uniforms,5
23388,new wage board,5
15493,new york branch,2
17446,new york bureau,2
18946,new york chairman,2
17671,new york city association,2
19775,new york city branch,2
19491,new york city committee,2
23992,new york city consumers league,1
22221,new york city federation,2
24015,new york county chapter,2
19236,new york federation,2
26382,new york government workers council,5
25481,new york heraldtribune,2
19865,new york infirmary,4
26021,new york passport division,5
18358,new york post office,2
24705,new york retail bakers association,4
22205,new york state branch,2
14884,new york state court,2
21057,new york state federation,2
18873,new york symphony orchestra,4
13628,new york worlds fair,2
16776,newspaper men,3
22999,nicaraguan legation,4
26031,nicoli delabair,1
6154,nigger,4
18526,night dresses,4
14918,night duty,5
19832,night employment,4
16127,night shifts,4
22901,night work convention,5
24275,night work jobs,4
23956,night work law,5
23871,night work laws,5
24688,night work legislation,5
24859,night work treaty,5
15507,nightwork,4
19494,nightworkers,4
24748,ninehour law,5
15594,nineteenth amendment,5
23987,nineteenth assembly district,2
15510,nitroglycerine,4
17957,noble character,5
23525,noble destiny,5
20602,noble dream,5
19743,noble ideals,5
23070,noble instinct,5
23917,noble manhood,5
22792,noble picture,4
17768,noble women,5
23692,nobler ideals,5
16375,nominated men,2
16205,nominating committee,2
15965,noncompliances,5
26446,nonightwork law,5
20971,nonpartisanship,5
26447,nonquota basis,5
26277,nonquota immigrant,5
26650,nonsuffrage states,4
3799,noose,4
21297,norfolk association,2
14457,normal college,5
19291,normal department,5
16386,normal schools,5
21485,north carolina federation,2
11847,north star,2
22673,northeastern federation,2
18764,northern church,6
23625,northern industrial centers,4
14394,northern star,2
18949,northern women,3
13386,nourishment,5
22385,nra codes,4
17356,number employed,5
14859,nurses association,5
22294,nurses council,5
22978,nurses settlement,5
22549,nye resolution,5
2751,oaposer,
16839,oberlin conservatory,6
26230,objectionable terms darkie,4
22972,obstetrical work,4
17423,obtain employment,5
17299,obtain work,5
23566,occupational councils,5
17241,occupational disease,4
17243,occupational diseases,4
22674,occupational poisoning,4
811,occupations,4
16496,occupations listed,4
18298,office women,3
15573,officers elected,5
16904,official bulletin,5
18640,official observer,4
14665,official organ,2
15349,official titles,5
19402,ohio branch,2
16820,ohio law,2
25333,ohio workmens compensation law,5
14492,oil wells,4
21097,oklahoma branch,2
16696,oklahoma legislature,2
16840,oklahoma supreme court,2
23607,old box car,4
23410,old british school,5
19090,old citizens,4
16759,old code,5
19502,old doctrine,4
22460,old english common law,3
20716,old english law,4
23876,old etiquette,4
22959,old family servants,4
20438,old feminist,5
20833,old feminists,5
17123,old folks home,5
16728,old hens,4
16715,old idea,4
14297,old law,4
22016,old slaveholders,4
18654,old slaves,4
22100,old taboos,4
26784,old world attitude toward women,5
13950,older women,3
18571,older worker,4
25872,oldest suffrage organization,5
25924,oldfashioned home,4
26439,oldfashioned sewing machine,4
26492,one candy factory,4
20188,one divorce,4
19898,one income,5
14957,one purpose,5
18549,one salary,5
15294,one sex,5
26783,one sole standard,5
24881,onehalf hours,5
25394,onehalfhour law,5
13640,open competition,5
22593,open door council,5
15362,open forum,5
17670,open hearing,5
18245,open hearings,5
23427,openair theatre,5
14196,opened school,5
18337,operahouse,4
16936,operasinger,3
21489,opium traffic,4
5012,opportunities,5
2775,oppressed,4
21369,oppressed race,4
23730,oppressive employment,4
22542,oppressive wage,4
11612,oppressors,4
13512,oral argument,5
17641,oral decision,5
16407,oral surgery,4
19882,orange conference,2
17805,ordain women,5
2864,ordained,5
25171,ordinary department stores,3
21211,ordinary housewife,4
17794,ordinary woman,3
15659,ordnance department,2
20838,oregon case,2
23746,oregon consumers league,1
24436,oregon industrial welfare commission,5
25208,oregon minimum wage case,4
24998,oregon ten hours law,5
15468,organic act,5
19449,organic union,5
13903,organization work,5
18618,organize leagues,5
26580,organize public opinion behind,5
18077,organize women,5
2097,organized,5
15985,organized effort,5
21215,organized employers,4
17125,organized government,5
25638,organized kindness,5
13922,organized labor,5
15773,organized march,2
17141,organized work,5
17408,organized workers,5
24060,organized working women,5
25506,organizing public opinion,5
19387,organizing women,2
22298,oriental women,3
9824,orphanage,4
16955,orphans home,5
23776,outdoor mass meeting,5
18258,outlaw war,5
17578,outpatient department,4
16131,outside interference,5
23129,outspoken condemnation,5
26715,outstanding club women,2
23614,outstanding clubs,5
14793,overproduction,4
24631,overtime without violating,5
17682,overtime work,5
20562,oxygen tent,5
17224,packing house,4
22665,paid chauffeurs,4
16706,paid employment,5
17089,paid jobs,5
25871,paid nightwork,5
14392,paid work,5
19169,paid worker,5
21338,painting trade,4
20822,pan american building,5
18439,pan american conference,5
19881,pan american congress,5
14305,panamerica,5
23173,panamerican conference,5
23278,panamerican congress,5
15525,panamericanism,5
17083,paper towels,4
24712,parcel checking rooms,4
24892,parentteachers association,1
18168,paris academy,2
16783,paris edition,2
26693,paris women leaders,5
18425,parliamentary law,5
23422,parlor meetings,2
21888,part time certificates,5
17693,particular conditions,5
25517,partido democratico sufragista,5
22130,partisan woman,2
25142,partly selfsupporting,5
23279,parttime jobs,5
16563,parttime work,4
19837,parttime workers,4
16863,party allegiance,5
17821,party loyalty,5
17367,party platforms,5
16078,party representatives,2
20141,passenger department,4
26039,passport control division,5
21878,passport division,5
15341,passport issued,5
13727,past generation,5
19794,pasteurizing,4
23425,patch work quilts,5
17625,patents granted,5
8261,patriarchs,4
18534,patriotic duty,5
22677,patronize women,5
13927,patronizing,5
18504,pauperized,4
