concept_id,concept_from_alex_street,alternative_phrase,phrase_code
3683961842,maryland general assembly,,2
2016945750,maryland legislature,,2
138374596,maryland senators,,2
2242583657,maryland state branch,,2
1163783147,maryland state federation,,2
2493874362,maryland women,,3
2494474290,marymount college,,6
264739859,masculine gender,,4
2378228278,masculine pronoun,,5
3261155961,masculine pronouns,,5
2926827564,masculine terms include women,,5
1756087876,masculine woman,,4
2691889805,mass education,,5
3157776442,mass meeting,,2
2957641366,mass purchasing power,,5
943660920,massachusetts branch,,2
868900538,massachusetts child labor committee,,5
864129046,massachusetts consumers league,,1
2382111435,massachusetts law,,2
1289723558,massachusetts state committee,,2
102766369,massachusetts statute,,5
2518297908,massachusetts womens republican club,,1
3778656289,master bakers,,4
1580816238,masterbuilder,master-builder,4
2533666772,masters plantation,,4
1388527079,mastick bill,,5
4166414224,mastickshonk hourweek bill,mastick-shonk hourweek bill,5
1670734321,mate,,4
4154508232,material possessions,,5
66792121,material wealth,,5
2213122274,maternal,,4
1788822778,maternal deaths,,4
597708014,maternal functions,,4
334842204,maternal instinct,,5
496006788,maternal mortality,,4
1633939202,maternal phase,,5
3825747799,maternity,,4
2655721054,maternity legislation,,5
2970768100,matrimonial causes bill,,5
3217410617,matrimonial life,,4
4070355459,matrimony act,,5
688604161,mattie farnham,,1
682901301,maud younger congressional chairman,maud younger congressional chair-man,2
1643660152,maximum hours,,5
4025262464,maximum hours law,,5
1673434088,maximum productivity,,5
2053548799,maximum salaries,,5
2224231693,mayor jackson,,4
711235401,mayor van zandt,,4
3732353893,mazique family,,1
3352172209,mechanical establishment,,4
2320771855,mechanical industries,,4
3916495801,mechanical pursuits,,4
1702516069,medical course,,5
3007569054,medical evangelists,,5
1779653645,medical examination,,5
4097043408,medical expenses,,4
13843270,medical inspection,,5
3591704983,medical opportunities,,5
221395652,medical women,,3
1344072050,medieval hindu scholastics,,3
1888356600,mellow tones,,5
336828627,membership campaign,,5
667152414,memorial association,,2
2806656267,memphis conference,,2
3792281775,men bankers,,4
400480801,men competitors,,4
608261627,men delegates,,5
3269418688,men drivers,,3
1009880145,men earning,,4
1772272953,men jurists,,4
740073662,men jurors,,4
2533474726,men teachers,,3
1453787976,men voted,,5
707444244,menial occupations,,4
2896818862,menial service,,4
2198044923,mens clothing industry,,4
1757008181,mens colleges,,4
288779323,mens labor movement,,5
3963174074,mens rates,,4
2972197202,mens work,,4
3829301534,menstruation,,4
1450867907,mental alertness,,5
1111121994,mental discipline,,5
3452546083,mercantile establishment,,4
936847119,mercantile establishments,,4
4002059191,merit system,,5
220686523,mesothorium,,4
2860690564,messenger service,,5
2228201919,messrs norvell,,1
759570507,mexican delegation,,2
1328909920,mexican woman,,3
2217006427,mexican women,,3
1729786239,michigan board,,2
2909338014,michigan branch,,2
2242002027,michigan federation,,2
511450580,michigan state association,,2
640429685,michigan state branch,,2
3592783643,michigan state federation,,2
3578884653,michigan women,,3
2221122881,middle atlantic conference committee,,2
535953973,middleatlantic regional conference,middle-atlantic regional conference,5
2154078223,middlebury college middlebury vermont,,6
3152601274,midwestern conference,mid-western conference,2
1784315119,mighty men,,4
3308611326,migrant families,,3
1092666973,migrant group,,4
660465220,mildred palmer,,1
272506829,mile walk,,5
789816669,militant movement,,5
3408790448,militant suffrage campaign,,5
1074650303,militant suffrage movement,,5
979728347,military duties,,4
4008140750,military hygiene,,4
2562227708,milk supply,,5
1869454328,milkfarm,milk-farm,4
4255664619,mill executives,,4
2333531747,mill factory,,4
1720508816,mill towns,,4
2472237855,millicent clarke,,1
2647787422,millinery establishment,,4
953679965,million signatures,,5
744308673,milwaukee branch,,2
3291088243,miner normal school washington,,6
927218293,miners asthma,,4
345439194,miners wife,,4
3404612550,minerva reading club,,1
1830780183,mines prohibiting work,,5
182751738,minimum age,,5
1809617298,minimum established,,5
2535201400,minimum scale,,5
505687610,minimum standards,,5
1045385532,minimum wage,,5
1124696803,minimum wage administration,minimum wage ad-ministration--,5
2987401552,minimum wage bill,,5
2369325451,minimum wage board,,5
797944446,minimum wage boards,,5
3070451755,minimum wage case,,5
2018696987,minimum wage commission,,5
3186382679,minimum wage commissions,,5
1630251607,minimum wage convention,,5
3764741301,minimum wage decision,,5
434102392,minimum wage division,,5
810090524,minimum wage law,,5
818896619,minimum wage laws,,5
4019039881,minimum wage legislation,,5
3197331470,minimum wage rate,,5
773804037,minimum wage regulations,,5
1266134442,minimum wage rule,,5
4126478674,minimum wage rulings,,5
3934548161,minimum wage scale,,5
2482166065,minimum wage work,,5
687977083,minimum wages,,5
2431875655,minimum wages boards,,5
4088849599,minimum wages legislation,,5
226516221,minimumwage law,minimum-wage law,5
2068655037,minimumwage legislation,minimum-wage legislation,5
1390927891,mining towns,,4
2847201879,minnesota branch,,2
3654479561,minnesota federation,,2
3101491376,minnesota legislature,,2
2960694695,minnesota state branch,,2
4108824653,minor child,,4
3956928875,minor children,,3
3225350313,minorities,,3
2225800694,minority,,4
1915512927,minority report,,5
1599854943,miriam beard,,1
1073530907,miss alice carpenter,alice carpenter,1
2178415928,miss balch,,1
2440240934,miss berrien,,1
4125757612,miss borroughs,,1
1983658097,miss bowles,,1
4040541371,miss brobst,,1
4141103843,miss burroughs,,1
395027764,miss conde,,1
3395072672,miss derricotte,,1
3698386743,miss doris stevens,doris stevens,1
4237606315,miss dunbar,,1
3684377550,miss eiker,,1
3237925910,miss elizabeth c carter,elizabeth c carter,1
3255841575,miss eva bowles,eva bowles,1
2549390703,miss florence simms,florence simms,1
3266374747,miss frances perkins secretary,,2
286293962,miss gillett,,1
4025653619,miss goldmark,,1
1605071927,miss goodell,,1
1700218856,miss hallie quinn brown,hallie quinn brown,1
1050718046,miss haslett,,1
2635125676,miss helen elizabeth brown,helen elizabeth brown,1
133472432,miss helen holman,helen holman,1
643531682,miss hinchey,,1
2802066921,miss holloway,,1
3707459384,miss hudnut,,1
3448157529,miss imogene howard,imogene howard,1
1352579679,miss jaynes,,1
3880874323,miss jeannette carter,jeannette carter,1
1082106983,miss jessie dell,jessie dell,1
1853787115,miss jose collins,jose collins,1
585025854,miss josephine pinyon,josephine pinyon,1
2583943473,miss lauder,,1
389018623,miss laughlin,,1
2234209434,miss laura berrien,laura berrien,1
3816129824,miss lealtad,,1
4013744180,miss lenore cawker,lenore cawker,1
903954210,miss lucretia,,1
1877374459,miss macconnell,,1
1796945266,miss magee,,1
672990582,miss margaret whittemore,margaret whittemore,1
2107559270,miss mary e jackson,mary e jackson,1
2275528876,miss mcbride,,1
4096223592,miss meta pelham,,1
26231086,miss neilans,,1
3802555018,miss pauline goldmark,pauline goldmark,1
347736867,miss pinyon,,1
2947189767,miss pollitzer,,1
1706307717,miss rathbone,,1
1439074456,miss raymenton,,1
432210106,miss redick,,1
3242527574,miss riegel,,1
3908267362,miss roche,,1
3361139073,miss ruffin,,1
4062377916,miss schneiderman,,1
3716292158,miss strandberg,,1
394765314,miss van kleek,,1
2391667454,miss weisman,,1
3045395702,miss welles,,1
2907664448,miss whately,,1
673287848,miss whittemore,miss whitte-more,1
149918667,miss wiesman,,1
3378227290,miss woodson,miss wood-son,1
3948711213,mission herald,,2
528256025,mission house,,5
1185276892,mission study,,5
3722680223,mission sunday school,,5
4253048106,missionary societies,,5
4005034979,mississippi federation,,2
3179435843,mississippi state college,,6
3669282866,mississippi state federation,,2
2282565957,missouri federation,,2
2428672080,missouri state branch,,2
1091314820,missouri state federation,,2
4169072686,missouri women,,3
1825722385,mistress margaret brent,,1
2514756559,mitylene lesbos,,5
1275405126,mixed churches,,5
3020744667,mixed jury,,5
938556978,mme brunhes,,1
741292780,mme charaoui,,1
555656320,mme kollontai,,1
1910072732,mme verone,,1
2873109901,mme yosana,,1
3500395993,mob,,4
4225536193,mob left,,99
3008384995,mob violence,,5
2628882216,modal period,,4
387426444,model housekeeper,model house-keeper,5
3248550962,moderate suffragists,,5
685209743,modern college graduate,,4
1813840436,modern cow barn,,4
1059254166,modern egyptian girl,,3
1634589894,modern home,,5
3884971711,modern housewife,,5
3639918254,modern industry,,4
1490822074,modern medicine,,5
1063728127,modern spirit,,5
4084932317,modern theatre,,5
3383247235,modern woman,,5
856424719,modern women,,5
4120961547,mohammedan women,,3
2371781216,molders union,,4
1335980899,monacan club,,1
956528583,money earned,,5
3067283207,money orders,,5
1940483163,monroe county board,,2
4196987345,montana branch,,2
1528388627,montana federation,,2
57307051,montana state branch,,2
2966775231,montana state committee,,2
4228832266,montevideo conference,,2
2047964931,montevideo equal nationality treaty,,5
1913299912,montevideo treaty,,5
3093411121,monthly reports,,5
1407096362,moral certainty,,5
1456869041,moral character,,5
3395833657,moral development,,5
684726522,moral forces,,4
1419022943,moral government,,5
2177688475,moral hazard,,5
175101690,moral law,,5
2103207831,moral life,,5
2980122157,moral protection,,5
46600951,moral situation,,5
2638397311,moral strength,,5
2374377025,moral training,,5
847905309,moral value,,5
209306580,moral welfare,,5
444363407,moral worth,,5
4169133153,morehouse college,,6
3440149939,mortality rate,,4
1115050950,moslem men,,3
3585965939,moslem women,,3
973919431,moss committee,,5
2702786757,mother bill,,5
3420015955,mother equal right,,5
4009934710,mother equal rights,,5
109076029,mother home,,5
498623195,mother superior,,5
4144521017,motherhood,,4
4081706344,motherless homes,,4
2389998823,mothers,,3
3102756723,mothers assistance,,5
626514784,mothers engaged,,4
2417574893,mothers pension laws,,5
3783443747,mothers pensions,,5
3591210246,mothers society,,5
1550561089,motion picture censors,,4
891665279,motion picture industry,,4
1611840021,motor tour,,5
3006147588,motto equality first,,5
1430435433,moulding public sentiment,,5
159090070,moving picture machine operators,,3
709407081,mr boyles bill,,5
2988383227,mr c c spaulding president,,1
805895590,mr elkus,,1
3292489360,mr j e moorland,j e moorland,1
2263522083,mr roosevelt,,4
1581280565,mrs allender,mrs al-lender,1
1182243560,mrs auld,,1
1812609414,mrs bertrand russell,bertrand russell,1
3887086930,mrs blankenhorn,,1
2856434710,mrs blatch,,1
3879210352,mrs burnita shelton matthews,burnita shelton matthews,1
2041035635,mrs burton avery,burton avery,1
4253845964,mrs calthrop,,1
440708542,mrs chlora hayes sledge,chlora hayes sledge,1
1369724717,mrs connery,,1
1786581967,mrs costigan,,1
3785179539,mrs crossan,,1
3901243514,mrs despard,,1
578542626,mrs dornblum,,1
4154097741,mrs douglass,,1
293179498,mrs e p booze,,1
1420966615,mrs earl e,,1
3785065493,mrs elizabeth lindsay davis,elizabeth lindsay davis,1
83910699,mrs elliottlynn,mrs elliott-lynn,1
3195420550,mrs eva carterbuckner,mrs eva carter-buckner,1
3518494696,mrs fannie barrier williams,fenwick miller,1
3876119421,mrs fenwick miller,,1
3697526927,mrs foltz,,1
2561539134,mrs frederick nathan president,,4
1725299138,mrs garner drove,garner drove,1
1365919419,mrs greathouse,mrs great-house,1
2938470435,mrs greenway,,1
1443422882,mrs grimke,,1
4246764694,mrs h w washington,h w washington,1
2132614978,mrs harriman simmons,harriman simmons,1
576348105,mrs harvey w wiley,harvey w wiley,1
1708780012,mrs havens,,1
395024281,mrs henry lockwood,henry lockwood,1
2872612057,mrs hostley,,1
815718477,mrs janie porter barrett,janie porter barrett,1
1847716784,mrs john hope,john hope,1
4200152743,mrs keyser,,1
558169932,mrs kiang,,1
3571766513,mrs kilgore,,1
1289282999,mrs knauff,,1
2356133389,mrs la follette,,1
1706126278,mrs larsh,,1
3056891080,mrs layten,,1
857847806,mrs linclonia morgan,linclonia morgan,1
2823776873,mrs locker,,1
3734641409,mrs lucy thurman,lucy thurman,1
3431295752,mrs lydia c smith,lydia c smith,1
3993995474,mrs lydia smith,lydia smith,1
392948338,mrs manchester,,1
2834830933,mrs marconnier,,1
2705701630,mrs maria holland,mary b talbert,1
3948518590,mrs mary b talbert,,1
2117720222,mrs mary church terrell,mary church terrell,1
3170433843,mrs mary mcleod bethune,mary mcleod bethune,1
2633935401,mrs mccallum,,1
2126459064,mrs mcgraw,,1
1186084305,mrs mossell,,1
1070264007,mrs movius,,1
1203605533,mrs osias,,1
3244451289,mrs pankhurst memorial fund,,5
193887882,mrs peixotto,,1
2725872840,mrs pethicklawrence,mrs pethick-lawrence,1
3896453100,mrs pipes,,1
2197561355,mrs plaminkova,,1
195791872,mrs pollak,,1
1427100457,mrs rebecca aldridge,rebecca aldridge,1
3955056292,mrs ruth williams,ruth williams,1
1047070398,mrs sallie w stewart,sallie w stewart,1
3101887052,mrs sarah pell,sarah pell,1
1072605447,mrs sidney webb,sidney webb,1
3161720313,mrs stephen h pell,stephen h pell,1
2237353513,mrs talbert,,1
1019862700,mrs terrell,,1
3137863747,mrs thurman,,1
2406987476,mrs u j wadefoster,mrs u j wade-foster,1
3240273633,mrs valentine winters,valentine winters,1
695485494,mrs wheatley,,1
3432155179,mrs william kent,william kent,1
948482170,mrs wintringhams bill,wintringhams bill,5
4249744288,muller case,,4
2805188275,multimillionaires,multi-millionaires,4
4001825915,multipartite treaties,,5
1098308461,municipal authorities,,2
4146683299,municipal civil service commission,,2
739484419,municipal court,,2
1233305621,municipal hospital,,4
2203427410,municipal office,,5
1272679658,municipal research,,5
3872936645,municipal research study,,5
1782789498,municipal standard,,5
3938592422,municipal study,,5
3456453164,municipal suffrage,,5
2957315397,munition plants,,4
4006152302,muriel penn,,1
112359887,murray chairman,murray chair-man,2
3895025600,murrell dobbins school,,5
1140427122,musical ability,,4
552384866,musical program,,5
819649900,musical world,,4
3966403309,muslim girls,,3
3621187724,must earn,,5
2262219630,must educate,,5
2980499572,mutual insurance companies,,5
2085631634,mutual insurance company,,5
1297982007,mutually associate,,5
2871657372,naacp,,1
3252856392,name preparatory high school,,5
1732529042,napoleonic code,,5
3919682297,national advertising,,5
1525385342,national afroamerican council,national afro-american council,5
2905511305,national agreement,,5
3270542990,national amendment,,5
3676773718,national baptist convention,,2
4107802427,national baptist convention usa inc,,2
53363104,national branch,,2
1723191308,national branches,,2
73869809,national broadcasting company,,4
3570117361,national camp,,4
683526120,national chairman,national chair-man,2
1714449974,national chairmen,,2
3460751436,national child labor committee,,5
3864554779,national child life committee,,5
3625412133,national commemoration,,5
1669117014,national compliance board,,5
2930560018,national conscience,,5
673289396,national constitution,,5
4259597580,national consumers league endeavor,,2
1646898165,national consumers league invites,,2
3183727549,national consumers league label,,5
3746837332,national consumers league protests,,5
474022823,national costume,,5
1369221019,national council chairmen,,2
4014513216,national council state chairmen,,2
625632185,national department,,5
2390775058,national education association,,5
1888879854,national eetail dry goods association,national retail dry good association,99
3215558684,national enfranchisement,,5
2416388053,national equal eights amendment,national equal rights amendment,99
69966149,national equal rights amendment,,5
1509853141,national executive department,,5
101035969,national farmerlabor convention,national farmer-labor convention,2
1286522419,national federation business,,4
230729911,national feminist party,,1
3475835869,national feminist union,,1
1673421982,national food,,5
1798780106,national freedom,,5
2570777299,national freedom day,,5
3710480204,national freedom day association,,2
3657374133,national government workers council,,5
2386177138,national industrial eecovery act,national industrial recovery act,99
2786571577,national issues,,4
128388986,national kindergarten organizer,,2
2036472146,national legislation,,5
1031723996,national minimum,,5
3864468787,national mother home,,5
1397174700,national negro bankers association,,1
3075533502,national output,,5
471931446,national platforms,,5
3261331552,national political issue,,4
2866097410,national political party,,5
2626309463,national question,,5
3052383388,national recovery administration,national recovery ad-ministration--,2
739856674,national republican convention,,2
441572861,national scale,,5
189334291,national section,,5
2199155202,national staff,,2
3193977628,national statuary hall,,5
2815144713,national students council,,1
2419250210,national suffrage amendment,,5
107351842,national superintendent,national super-intendent,4
92606481,national trade,,5
1098284812,national training school,,5
101127938,national union,,1
79759760,national woman party members,,2
2915915215,national womans council,,5
1613737803,national womans party delegation,,2
3951707111,national womans party garden,,2
3304499575,national womans party headquarters,national womans party head-quarters,2
1591920282,national womans party meeting,,2
3968840543,national womans trade union league,,1
1991008133,national wool growers association,,1
3402785168,nationality bill,,5
505401210,nationality commission,,5
1890538598,nationality committee,,1
72315228,nationality convention,,5
3226625872,nationality laws,,5
3911932987,nationality laws affecting women,,4
4077385811,nationality question,,4
2244730164,nationality rights equality,,5
1160229753,nationality treaty proposed,,5
3463447283,nationality upon marriage,,5
3898980171,nations association,,2
3991182805,nations consultative committee,,5
1150202464,native labour,,4
4154796966,native tongue,,4
3191815634,native women,,3
4004162594,nativeborn american women,native-born american women,3
1381954454,nativeborn woman,native-born woman,3
1547723297,nativeborn woman citizen,native-born woman citizen,3
794900365,nativeborn women,native-born women,3
1519534552,natural child,,4
970604823,natural parents,,4
2999278168,natural rights,,5
703311613,naturalisation de faveur,,5
2152879974,naturalization claims,,5
1002792940,naturalization committee,,5
1459106094,naturalization laws,,5
3807006415,naturalize,,5
3006209404,naturally subservient,,4
699584798,nebraska branch,,2
2612274525,nebraska state branch,,2
2790585285,needle trades,,4
3292411267,needle work,,4
1552744374,needle work guild,,1
1477336123,needlework guild,,4
2472992319,needy children,,4
2241145722,needy families,,4
3670216058,needy family,,4
3673999095,negress,,4
3783594761,negro actors,,3
2385388452,negro baptist women,,3
2048580056,negro baptists,,3
2377949756,negro blood,,4
2671728775,negro building,,5
3346144415,negro business,,4
2732355072,negro butlers,,3
4213315168,negro child,,3
1252633140,negro children,,3
2957932730,negro churches,,5
1786215012,negro citizens,,3
3191058060,negro colleges,,5
101924100,negro death rate,,4
900683122,negro department,,5
1966514464,negro descent,,4
2847738622,negro domestic,,3
535136031,negro domestic workers,,3
77225965,negro education,,5
1124427542,negro employment,,4
3186313808,negro faculty,,4
2496761562,negro families,,3
2093320185,negro family,,4
1260446414,negro farmers,,3
3838541606,negro ghettos best environment,,4
3071247597,negro girls,,3
3065844704,negro graduates,,3
4083314634,negro historian,,3
1820904689,negro history,,5
4103125435,negro home,,4
3833634789,negro inventors,,5
1581477646,negro labor,,4
2243008938,negro life,,4
291649945,negro man,,3
800737211,negro masses,,3
2128623357,negro members,,3
190369641,negro men,,3
1666043436,negro migrant,,3
1546143652,negro migrant families,,4
2414608907,negro migrants,,3
1271629532,negro migration,,4
1087321457,negro mortality,,4
2452921620,negro mothers,,3
3384867690,negro musicians,,3
4204187058,negro patients,,3
681395221,negro patients examined,,4
1161327398,negro patients withdrew,,4
1645911946,negro people,,3
18008121,negro politicians,,4
2888565130,negro population,,3
3271846597,negro preacher,,2
210913307,negro preachers editors,,2
1730104519,negro press,,5
542987093,negro problem,,4
2751396314,negro progress,,5
170191252,negro public high school,,5
1174905459,negro question,,5
3654244753,negro race,,3
1543799957,negro schools,,5
3036321388,negro soldier,,3
3907281962,negro soldiers,,2
4185811113,negro students,,3
260865152,negro teacher,,4
2315562941,negro teachers,,3
2528526348,negro trail blazers,,5
2861577541,negro tuberculosis problem,,4
1714011138,negro tuberculous patients,,4
390131308,negro war relief,,5
2569896640,negro woman,,3
1902488850,negro womanhood,negro woman-hood,5
1834370324,negro women,,3
1380678007,negro women domestic workers,,3
3392808632,negro women employed,,3
3220103828,negro women lawyers physicians,,99
2894665977,negro women principals,,5
3800233357,negro womens clubs,,1
2314610729,negro workers,,3
176028560,negro workers displaced,,4
2992808071,negro writer,,3
1623931282,negro youth,,3
2003593680,negroes,,4
3548071783,negroes lynched,,4
1725114598,negrohouses,,5
1459555023,negros prejudice,,4
1885147041,neighborhood union,,5
1469769996,neighbors house,,5
3768518878,nellie swartz,,1
1299498782,net weight,,5
1505688485,neues wiener journal,,2
3146216265,never unionized,,4
2169083617,new chemical,,4
397069106,new civil code,,5
3203347101,new civilization,,5
119912872,new conditions,,4
3388503139,new democracy,,5
3022591010,new disease,,4
4134691739,new doctrine,,5
1634922587,new dormitories,,4
3708733217,new duties,,5
2394985401,new economy bill passed,new economy bill,99
214490946,new england conservatory,,6
3259133013,new england women,,3
3165854613,new epoch,,2
37776067,new executive committee,,5
3850110768,new factories bill,,5
2246397374,new feminists,,5
2215901682,new industries,,5
173377809,new international order,new inter-national order,5
112184854,new jersey assembly,,2
1956319170,new jersey branch,,2
2083848660,new jersey conference,,2
2982730412,new jersey federation,,2
485334573,new jersey laws,,5
3109027021,new jersey legislature,,2
2161922532,new jersey member,,2
4152513342,new jersey state branch,,2
4126097490,new jersey state federation,,2
2423996916,new marriage law,,5
4218386139,new negro,,5
701262208,new profession,,5
4228154530,new psychology,,5
3549855995,new social order,,5
4215972137,new spirit,,5
2950085790,new uniforms,,5
3310251443,new wage board,,5
750718135,new york branch,,2
1814427532,new york bureau,,2
192863449,new york chairman,new york chair-man,2
4058714997,new york city association,,2
4149820602,new york city branch,,2
991838973,new york city committee,,2
2486554400,new york city consumers league,,1
1131013357,new york city federation,,2
120682313,new york county chapter,,2
1146964837,new york federation,,2
2191654407,new york government workers council,,5
1877834077,new york heraldtribune,new york herald-tribune,2
1988335657,new york infirmary,,4
2365820270,new york passport division,,5
1483316480,new york post office,,2
1462888316,new york retail bakers association,,4
540204721,new york state branch,,2
1432998095,new york state court,,2
3384419081,new york state federation,,2
1831915918,new york symphony orchestra,,4
1900205663,new york worlds fair,,2
2572641041,newspaper men,,3
1913808498,nicaraguan legation,,4
197370026,nicoli delabair,,1
2124872562,nigger,,4
3844744475,night dresses,,4
3266928133,night duty,,5
3614801522,night employment,,4
1893399722,night shifts,,4
2192633679,night work convention,,5
2221708241,night work jobs,,4
3893430203,night work law,,5
3088613657,night work laws,,5
3079883923,night work legislation,,5
3105632064,night work treaty,,5
3803156631,nightwork,night-work,4
3419453048,nightworkers,night-workers,4
2310702896,ninehour law,nine-hour law,5
1585758447,nineteenth amendment,,5
1425696709,nineteenth assembly district,,2
2956277966,nitroglycerine,,4
637600824,noble character,,5
3179641006,noble destiny,,5
2615860847,noble dream,,5
3158346663,noble ideals,,5
684955,noble instinct,,5
968804923,noble manhood,,5
237560998,noble picture,,4
2154461986,noble women,,5
356111797,nobler ideals,,5
2321150623,nominated men,,2
2387241177,nominating committee,,2
1477724721,noncompliances,non-compliances,5
3820871496,nonightwork law,no-nightwork law,5
538598178,nonpartisanship,non-partisanship,5
1559828972,nonquota basis,non-quota basis,5
4105097904,nonquota immigrant,non-quota immigrant,5
2457087702,nonsuffrage states,non-suffrage states,4
3068283234,noose,,4
3081207391,norfolk association,,2
4274259261,normal college,,5
4033799816,normal department,,5
4140527603,normal schools,,5
3273853953,north carolina federation,,2
3408003035,north star,,2
3560641550,northeastern federation,north-eastern federation,2
1165899312,northern church,,6
2598905251,northern industrial centers,,4
1476405182,northern star,,2
1118119006,northern women,,3
1428466830,nourishment,,5
2800037090,nra codes,,4
2529095332,number employed,,5
2412529898,nurses association,,5
1850678590,nurses council,,5
1620390730,nurses settlement,,5
1390368535,nye resolution,,5
1580966175,oaposer,,
1002991952,oberlin conservatory,,6
3978254822,objectionable terms darkie,,4
3921953022,obstetrical work,,4
333358805,obtain employment,,5
346347288,obtain work,,5
1890528039,occupational councils,,5
1993695448,occupational disease,,4
3885997594,occupational diseases,,4
2606017309,occupational poisoning,,4
2386373759,occupations,,4
1022557207,occupations listed,,4
3795939587,office women,,3
2131600957,officers elected,,5
3910608044,official bulletin,,5
3481106713,official observer,,4
4004611321,official organ,,2
2889370723,official titles,,5
2804321111,ohio branch,,2
1510302463,ohio law,,2
1460024919,ohio workmens compensation law,,5
1338724207,oil wells,,4
1537141803,oklahoma branch,,2
4209310498,oklahoma legislature,,2
2392258481,oklahoma supreme court,,2
3671664623,old box car,,4
347048549,old british school,,5
4193038058,old citizens,,4
2521045725,old code,,5
3668230555,old doctrine,,4
1218923930,old english common law,,3
2438135327,old english law,,4
1384241147,old etiquette,,4
4130361879,old family servants,,4
2507051567,old feminist,,5
3425529760,old feminists,,5
530924521,old folks home,,5
2093265098,old hens,,4
1356676831,old idea,,4
177196941,old law,,4
3186520087,old slaveholders,old slave-holders,4
2976738892,old slaves,,4
1506954731,old taboos,,4
2309638007,old world attitude toward women,,5
2695380933,older women,,3
2743136976,older worker,,4
2503033700,oldest suffrage organization,,5
4143797637,oldfashioned home,old-fashioned home,4
4012243658,oldfashioned sewing machine,old-fashioned sewing machine,4
2184040175,one candy factory,,4
2565926404,one divorce,,4
3711162648,one income,,5
2493379364,one purpose,,5
569315904,one salary,,5
3212141440,one sex,,5
3868183218,one sole standard,,5
2426422541,onehalf hours,one-half hours,5
1487676488,onehalfhour law,one-half-hour law,5
720752912,open competition,,5
1576309004,open door council,,5
3442930296,open forum,,5
1379024822,open hearing,,5
3536523286,open hearings,,5
2606385885,openair theatre,open-air theatre,5
2027709175,opened school,,5
1770481731,operahouse,opera-house,4
3607775302,operasinger,opera-singer,3
3645866809,opium traffic,,4
3016758164,opportunities,,5
2899319127,oppressed,,4
1965768824,oppressed race,,4
91428903,oppressive employment,,4
1921879967,oppressive wage,,4
2539543569,oppressors,,4
3200293449,oral argument,,5
2456152194,oral decision,,5
2882233842,oral surgery,,4
3654524902,orange conference,,2
2986166934,ordain women,,5
1446938439,ordained,,5
3716095345,ordinary department stores,,3
99409098,ordinary housewife,,4
170450449,ordinary woman,,3
2596948121,ordnance department,,2
3896355025,oregon case,,2
1366381969,oregon consumers league,,1
2581781970,oregon industrial welfare commission,,5
1850181549,oregon minimum wage case,,4
2497047523,oregon ten hours law,,5
676378795,organic act,,5
4012038687,organic union,,5
2605603355,organization work,,5
3147760301,organize leagues,,5
3516837981,organize public opinion behind,,5
460469582,organize women,,5
595687950,organized,,5
790296858,organized effort,,5
1507638763,organized employers,,4
2797365642,organized government,,5
1331935474,organized kindness,,5
682311881,organized labor,,5
2929087137,organized march,,2
2471613674,organized work,,5
3681845035,organized workers,,5
2470399063,organized working women,,5
3668084104,organizing public opinion,,5
4157850146,organizing women,,2
4172351378,oriental women,,3
2359987905,orphanage,,4
277453889,orphans home,,5
3249074916,outdoor mass meeting,out-door mass meeting,5
3309161038,outlaw war,out-law war,5
1367329050,outpatient department,out-patient department,4
1448277252,outside interference,,5
3524720723,outspoken condemnation,,5
2343003227,outstanding club women,,2
749110284,outstanding clubs,,5
1598550578,overproduction,over-production,4
1561937532,overtime without violating,over-time without violating,5
8201712,overtime work,over-time work,5
2706714210,oxygen tent,,5
4260965954,packing house,,4
1072294844,paid chauffeurs,,4
941788625,paid employment,,5
822935300,paid jobs,,5
682475572,paid nightwork,paid night-work,5
2894379220,paid work,,5
3705525577,paid worker,,5
198888821,painting trade,,4
2322502882,pan american building,,5
586622790,pan american conference,,5
3411089870,pan american congress,,5
2433936055,panamerica,pan-america,5
3814487497,panamerican conference,pan-american conference,5
2499146307,panamerican congress,pan-american congress,5
3039489543,panamericanism,pan-americanism,5
831176188,paper towels,,4
4160073316,parcel checking rooms,,4
3145066703,parentteachers association,parent-teachers association,1
2560395426,paris academy,,2
2957693072,paris edition,,2
581113397,paris women leaders,,5
2954466265,parliamentary law,,5
3742803373,parlor meetings,,2
2289532550,part time certificates,,5
1250488310,particular conditions,,5
2964826417,partido democratico sufragista,,5
1911833103,partisan woman,,2
921500555,partly selfsupporting,partly self-supporting,5
3856485468,parttime jobs,part-time jobs,5
1413200162,parttime work,part-time work,4
4136613094,parttime workers,part-time workers,4
590402395,party allegiance,,5
2121681367,party loyalty,,5
692681185,party platforms,,5
2710717205,party representatives,,2
1473005958,passenger department,,4
1420969866,passport control division,,5
830360782,passport division,,5
2580110261,passport issued,,5
3970623720,past generation,,5
3864452529,pasteurizing,,4
2761302915,patch work quilts,,5
839913393,patents granted,,5
1340702627,patriarchs,,4
2783433843,patriotic duty,,5
1033148380,patronize women,,5
2731080612,patronizing,,5
3802799841,pauperized,,4
3432053549,pay envelope,,5
2283361201,pay schedules,,5
4228255681,payne theological seminary,,6
923315683,peace harmony,,5
1282462381,peace time goods,,4
2113045039,peace treaties,,5
744843233,peasant women,,3
1645750810,peeresses bill,,5
987362755,peerless club,,1
2413473938,pelerinage de charlemagne,,4
4060914689,penalize women,,4
1626677699,pennsylvania banker,,4
1430145105,pennsylvania branch,,2
780214386,pennsylvania business,,4
